fp .fem-pilots-light-526.png
 	Label 	 Score
5	Aviation 	 84.2198371887207 
6	Air travel 	 82.73811936378479 
7	Airliner 	 77.56707072257996 
8	Engineering 	 73.65853190422058 
9	Aircraft 	 73.65201115608215 
	Object 	 Score
0	Hat 	 95.01477479934692 
1	Person 	 85.73989868164062 
2	Outerwear 	 84.26434993743896 
3	Person 	 67.66053438186646 


fp .fem-pilots-light-380.png
 	Label 	 Score
0	Smile 	 97.01566100120544 
1	Sky 	 95.73052525520325 
2	Vehicle 	 90.48266410827637 
3	Aircraft 	 89.56906199455261 
4	Gesture 	 85.26042103767395 
5	Aerospace manufacturer 	 83.50653052330017 
6	Aviation 	 83.06007981300354 
7	Airplane 	 81.9889783859253 
8	Travel 	 81.23340010643005 
9	Air travel 	 80.64782619476318 
	Object 	 Score
0	Hat 	 92.71045327186584 
1	Person 	 91.90316796302795 
2	Hat 	 66.3897693157196 


fp .fem-pilots-light-381.png
 	Label 	 Score
0	Sky 	 92.61485934257507 
1	Aircraft 	 90.47941565513611 
2	Blue 	 89.79840874671936 
3	Airplane 	 81.40973448753357 
4	Aerospace manufacturer 	 80.6702733039856 
5	Aviation 	 78.44655513763428 
6	Monoplane 	 78.31096053123474 
7	Air travel 	 77.41164565086365 
8	Vehicle 	 76.99132561683655 
9	Aircraft engine 	 76.96481347084045 
	Object 	 Score
0	Pants 	 95.20353078842163 
1	Top 	 91.76990389823914 
2	Person 	 90.5599594116211 
3	Person 	 84.09308195114136 
4	Airplane 	 67.67627000808716 


fp .fem-pilots-light-382.png
 	Label 	 Score
0	Flight instruments 	 93.75958442687988 
1	Vehicle 	 89.7350013256073 
2	Cockpit 	 87.04620003700256 
3	Air travel 	 86.52808666229248 
4	Aviation 	 83.64477157592773 
5	Helicopter pilot 	 79.60154414176941 
6	Aircraft 	 78.5715103149414 
7	Pilot 	 77.60826349258423 
8	Airliner 	 77.37577557563782 
9	Aerospace engineering 	 74.67869520187378 
	Object 	 Score
0	Person 	 87.46268153190613 
1	Grooming trimmer 	 62.27629780769348 
2	Top 	 56.68745040893555 
3	Clothing 	 52.26936340332031 


fp .fem-pilots-light-383.png
 	Label 	 Score
0	Smile 	 94.32883262634277 
1	Sky 	 92.50316619873047 
2	Vehicle 	 92.48324036598206 
3	Automotive tire 	 91.20509028434753 
4	Cloud 	 89.16526436805725 
5	Aircraft 	 89.02543187141418 
6	Airplane 	 88.55500817298889 
7	Jet engine 	 85.06622314453125 
8	Aviation 	 84.24650430679321 
9	Travel 	 82.47365355491638 
	Object 	 Score
0	Top 	 87.50459551811218 
1	Hat 	 85.66007018089294 
2	Person 	 80.41348457336426 
3	Pants 	 68.62255930900574 


fp .fem-pilots-light-384.png
 	Label 	 Score
0	Aircraft 	 92.36494302749634 
1	Smile 	 91.93625450134277 
2	Airplane 	 88.96875381469727 
3	Monoplane 	 88.84411454200745 
4	Window 	 88.45155835151672 
5	Tire 	 88.26184272766113 
6	Propeller 	 85.63358783721924 
7	Vehicle 	 85.03301739692688 
8	Aerospace manufacturer 	 84.89329218864441 
9	Air travel 	 84.79703068733215 
	Object 	 Score
0	Pants 	 92.5083339214325 
1	Wheel 	 86.43526434898376 
2	Person 	 85.79998016357422 
3	Top 	 83.84649157524109 
4	Tire 	 62.292665243148804 
5	Airplane 	 62.273430824279785 


fp .fem-pilots-light-385.png
 	Label 	 Score
0	Watch 	 97.2166121006012 
1	Glasses 	 96.7863142490387 
2	Hand 	 95.64690589904785 
3	Vision care 	 94.48627829551697 
4	Personal computer 	 94.40086483955383 
5	Arm 	 94.35709714889526 
6	Shoulder 	 94.33737397193909 
7	Computer 	 92.79512166976929 
8	Output device 	 89.26382064819336 
9	Jaw 	 87.68342137336731 
	Object 	 Score
0	Person 	 88.78340721130371 
1	Watch 	 88.48452568054199 
2	Sunglasses 	 87.63551712036133 
3	Top 	 79.5253038406372 
4	Glasses 	 78.56069803237915 


fp .fem-pilots-light-386.png
 	Label 	 Score
0	Lip 	 96.93738222122192 
1	Smile 	 95.0093924999237 
2	Eyebrow 	 93.88808608055115 
3	Jaw 	 87.75137066841125 
4	Eyelash 	 86.96780204772949 
5	Automotive design 	 86.8032455444336 
6	Flash photography 	 84.25983190536499 
7	Eyewear 	 82.8129231929779 
8	Black hair 	 78.3344030380249 
9	Tableware 	 75.29754042625427 
	Object 	 Score
0	Person 	 90.29425382614136 
1	Top 	 64.77392911911011 
2	Glasses 	 61.94348335266113 
3	Bowtie 	 52.1981418132782 


fp .fem-pilots-light-387.png
 	Label 	 Score
0	Air travel 	 81.73168301582336 
1	Airplane 	 76.2865960597992 
2	Aircraft 	 75.27354955673218 
3	Window 	 74.6119499206543 
4	Space 	 73.66560101509094 
5	Fun 	 73.19512367248535 
6	Vehicle 	 71.30797505378723 
7	Darkness 	 68.2085633277893 
8	Aerospace engineering 	 66.88538789749146 
9	Airline 	 66.68527722358704 
	Object 	 Score
0	Person 	 85.69654822349548 
1	Outerwear 	 52.360594272613525 


fp .fem-pilots-light-388.png
 	Label 	 Score
0	Smile 	 94.44428086280823 
1	Vehicle 	 91.4692759513855 
2	Automotive design 	 89.17818069458008 
3	Air travel 	 84.42612290382385 
4	Motor vehicle 	 84.2671811580658 
5	Aircraft cabin 	 83.67469906806946 
6	Aviation 	 82.72084593772888 
7	Flight attendant 	 82.471364736557 
8	Travel 	 80.59992790222168 
9	Aerospace manufacturer 	 80.39186596870422 
	Object 	 Score
0	Person 	 87.53541111946106 
1	Headphones 	 68.71094107627869 
2	Outerwear 	 64.74698185920715 
3	Coat 	 52.13613510131836 


fp .fem-pilots-light-389.png
 	Label 	 Score
0	Chin 	 96.73405289649963 
1	Smile 	 95.24805545806885 
2	Eyebrow 	 94.5222795009613 
3	Hearing 	 92.83599257469177 
4	Ear 	 87.74965405464172 
5	Flash photography 	 86.5536093711853 
6	Eyewear 	 82.96718001365662 
7	Gadget 	 82.21870064735413 
8	Audio equipment 	 79.57202196121216 
9	Air travel 	 76.98934674263 
	Object 	 Score
0	Person 	 75.54410099983215 
1	Headphones 	 65.64529538154602 


fp .fem-pilots-light-390.png
 	Label 	 Score
0	Vehicle 	 91.80302023887634 
1	Motor vehicle 	 91.72841906547546 
2	Automotive design 	 90.95820784568787 
3	Air travel 	 82.98230171203613 
4	Flash photography 	 80.82924485206604 
5	Vehicle door 	 76.9796371459961 
6	Sunglasses 	 76.78430080413818 
7	Automotive exterior 	 75.93995332717896 
8	Auto part 	 75.89478492736816 
9	Airline 	 73.87447953224182 
	Object 	 Score
0	Person 	 90.59712290763855 
1	Top 	 85.10706424713135 
2	Belt 	 79.33347821235657 
3	Headphones 	 75.79403519630432 
4	Shirt 	 73.30505847930908 
5	Tie 	 54.63111996650696 


fp .fem-pilots-light-391.png
 	Label 	 Score
0	Smile 	 93.52895021438599 
1	Plant 	 91.40693545341492 
2	Hat 	 87.89309859275818 
3	Sleeve 	 87.24496960639954 
4	Flowerpot 	 85.84213256835938 
5	Collar 	 83.80930423736572 
6	Dress shirt 	 82.85123705863953 
7	Waist 	 82.22503662109375 
8	Eyewear 	 81.48038387298584 
9	Blazer 	 78.27752232551575 
	Object 	 Score
0	Person 	 93.93647313117981 
1	Pants 	 93.40975880622864 
2	Outerwear 	 90.86991548538208 
3	Tie 	 81.35102391242981 
4	Shoe 	 73.60085248947144 


fp .fem-pilots-light-392.png
 	Label 	 Score
0	Hearing 	 93.68541240692139 
1	Ear 	 88.60243558883667 
2	Jaw 	 87.90627121925354 
3	Peripheral 	 86.35283708572388 
4	Audio equipment 	 84.986013174057 
5	Gadget 	 83.47534537315369 
6	Eyewear 	 83.25418829917908 
7	Headphones 	 76.7387866973877 
8	Headset 	 75.14535784721375 
9	Electronic device 	 73.44719171524048 
	Object 	 Score
0	Headphones 	 87.30784058570862 
1	Clothing 	 80.37585616111755 
2	Microphone 	 77.66854763031006 
3	Person 	 70.8819329738617 
4	Outerwear 	 59.17379856109619 


fp .fem-pilots-light-393.png
 	Label 	 Score
0	Photograph 	 94.16570663452148 
1	Tire 	 93.08523535728455 
2	Smile 	 91.51750206947327 
3	Wheel 	 91.23585224151611 
4	Cleanliness 	 87.01578378677368 
5	Standing 	 86.42165660858154 
6	Picture frame 	 82.1687638759613 
7	Floor 	 81.9408118724823 
8	Flooring 	 81.928950548172 
9	Luggage and bags 	 77.07948088645935 
	Object 	 Score
0	Outerwear 	 94.99776363372803 
1	Pants 	 93.63229274749756 
2	Person 	 92.62597560882568 
3	Shoe 	 85.30749678611755 
4	Luggage & bags 	 79.2828619480133 
5	Luggage & bags 	 77.95405983924866 
6	Coat 	 59.202736616134644 
7	Suitcase 	 55.597710609436035 


fp .fem-pilots-light-394.png
 	Label 	 Score
0	Vehicle 	 94.59853172302246 
1	Flight instruments 	 89.01343941688538 
2	Aircraft 	 87.26243376731873 
3	Airplane 	 86.93142533302307 
4	Cockpit 	 86.1446738243103 
5	Air travel 	 85.57568788528442 
6	Aviation 	 84.92793440818787 
7	Flash photography 	 83.87832641601562 
8	Aerospace manufacturer 	 78.15804481506348 
9	Pilot 	 77.52972841262817 
	Object 	 Score
0	Person 	 87.60926127433777 
1	Scarf 	 68.1919515132904 
2	Hat 	 63.588058948516846 
3	Luggage & bags 	 51.58358812332153 


fp .fem-pilots-light-395.png
 	Label 	 Score
0	Smile 	 97.95507192611694 
1	Air travel 	 79.59681153297424 
2	Airline 	 71.3086724281311 
3	Aerospace engineering 	 65.26567339897156 
4	White-collar worker 	 63.43289613723755 
5	Uniform 	 63.10615539550781 
6	Machine 	 62.60046362876892 
7	Job 	 62.59377598762512 
8	Airliner 	 61.26142144203186 
9	Official 	 58.98904800415039 
	Object 	 Score
0	Person 	 88.87286186218262 
1	Tie 	 75.88553428649902 
2	Top 	 60.457682609558105 
3	Luggage & bags 	 54.573869705200195 


fp .fem-pilots-light-396.png
 	Label 	 Score
0	Smile 	 98.20570349693298 
1	Hand 	 95.72182893753052 
2	Hairstyle 	 95.09009122848511 
3	Facial expression 	 93.26265454292297 
4	Happy 	 84.23656821250916 
5	Chair 	 81.93274736404419 
6	Fun 	 79.06179428100586 
7	People 	 77.85104513168335 
8	Jewellery 	 74.54017400741577 
9	Event 	 74.45943355560303 
	Object 	 Score
0	Person 	 90.12211561203003 
1	Person 	 90.09701013565063 
2	Tie 	 87.38572001457214 
3	Top 	 55.41393160820007 


fp .fem-pilots-light-397.png
 	Label 	 Score
0	Sky 	 92.95065402984619 
1	Aircraft 	 91.12030863761902 
2	Wheel 	 90.12504816055298 
3	Airplane 	 88.02335858345032 
4	Jet engine 	 86.19842529296875 
5	Tire 	 86.17103099822998 
6	Runway 	 86.0736608505249 
7	Vehicle 	 85.44383645057678 
8	Travel 	 83.97465348243713 
9	Air travel 	 83.65612030029297 
	Object 	 Score
0	Person 	 89.20056223869324 
1	Person 	 87.17690110206604 
2	Pants 	 84.0993583202362 
3	Pants 	 83.62540006637573 
4	Airplane 	 63.53703737258911 


fp .fem-pilots-light-398.png
 	Label 	 Score
0	Smile 	 97.75019884109497 
1	Blue 	 89.90278840065002 
2	Sky 	 86.03973984718323 
3	Aircraft 	 85.49018502235413 
4	Gesture 	 85.2604866027832 
5	Cloud 	 82.37327933311462 
6	Travel 	 79.60132956504822 
7	Goggles 	 78.89997363090515 
8	Air travel 	 78.40089797973633 
9	Vehicle 	 77.11642980575562 
	Object 	 Score
0	Tie 	 96.13810777664185 
1	Sunglasses 	 87.30041980743408 
2	Person 	 86.83819770812988 
3	Glasses 	 76.83480978012085 
4	Top 	 58.582037687301636 


fp .fem-pilots-light-399.png
 	Label 	 Score
0	Wheel 	 95.48928141593933 
1	Tire 	 95.25622129440308 
2	Automotive tire 	 91.74766540527344 
3	Hood 	 91.5626049041748 
4	Vehicle 	 89.72974419593811 
5	Automotive design 	 88.33876252174377 
6	Automotive lighting 	 88.20436000823975 
7	Motor vehicle 	 86.4189088344574 
8	Alloy wheel 	 85.84725260734558 
9	Hat 	 83.5410475730896 
	Object 	 Score
0	Person 	 92.41793751716614 
1	Pants 	 90.02893567085266 
2	Outerwear 	 79.66895699501038 
3	Hat 	 72.77085781097412 


fp .fem-pilots-light-400.png
 	Label 	 Score
0	Aircraft 	 88.55196833610535 
1	Flash photography 	 85.544753074646 
2	Aerospace manufacturer 	 81.24640583992004 
3	Vehicle 	 80.80719709396362 
4	Aviation 	 80.01821041107178 
5	Cockpit 	 79.78050708770752 
6	Airplane 	 76.7693817615509 
7	Engineering 	 75.39132237434387 
8	Air travel 	 73.0999231338501 
9	Helmet 	 71.89727425575256 
	Object 	 Score
0	Person 	 88.7168288230896 


fp .fem-pilots-light-401.png
 	Label 	 Score
0	Smile 	 97.08590507507324 
1	Automotive design 	 85.77383756637573 
2	White-collar worker 	 75.81390738487244 
3	Engineering 	 75.4314124584198 
4	Eyelash 	 75.28041005134583 
5	Electronic device 	 74.72854256629944 
6	Technology 	 74.67997670173645 
7	Air travel 	 72.84018993377686 
8	Machine 	 71.85102105140686 
9	Layered hair 	 71.1719274520874 
	Object 	 Score
0	Person 	 86.0485315322876 
1	Outerwear 	 63.06243538856506 


fp .fem-pilots-light-402.png
 	Label 	 Score
0	Wheel 	 97.7891743183136 
1	Tire 	 97.46371507644653 
2	Sky 	 96.02807760238647 
3	Vehicle 	 93.24273467063904 
4	Aircraft 	 92.98882484436035 
5	Airplane 	 90.66177606582642 
6	Infrastructure 	 88.67462873458862 
7	Jet engine 	 87.24055290222168 
8	Aviation 	 85.29583811759949 
9	Air travel 	 84.8099946975708 
	Object 	 Score
0	Pants 	 94.22627091407776 
1	Person 	 86.93103790283203 
2	Person 	 85.05878448486328 
3	Top 	 83.98921489715576 
4	Tire 	 80.5199384689331 
5	Wheel 	 77.21202373504639 
6	Tire 	 68.94979476928711 
7	Airplane 	 62.44027614593506 
8	Jeans 	 56.17750287055969 


fp .fem-pilots-light-403.png
 	Label 	 Score
0	Glasses 	 97.03514575958252 
1	Sunglasses 	 92.63340830802917 
2	Vision care 	 89.93669748306274 
3	Goggles 	 89.08075094223022 
4	Automotive design 	 88.81235122680664 
5	Tie 	 88.38163018226624 
6	Sleeve 	 87.2358500957489 
7	Flash photography 	 86.4114761352539 
8	Collar 	 83.90519618988037 
9	Eyewear 	 82.18711018562317 
	Object 	 Score
0	Person 	 89.51972126960754 
1	Outerwear 	 89.09164667129517 
2	Tie 	 85.1560652256012 
3	Sunglasses 	 62.68239617347717 


fp .fem-pilots-light-404.png
 	Label 	 Score
0	Smile 	 96.30088210105896 
1	Sky 	 96.24004364013672 
2	Aircraft 	 92.56470799446106 
3	Airplane 	 91.05128645896912 
4	Vehicle 	 86.41396164894104 
5	Aerospace manufacturer 	 84.97270345687866 
6	Aviation 	 84.05303359031677 
7	Travel 	 83.52078199386597 
8	Air travel 	 82.90991187095642 
9	Flap 	 82.66269564628601 
	Object 	 Score
0	Tie 	 91.14718437194824 
1	Person 	 89.27383422851562 
2	Pants 	 86.21867299079895 
3	Top 	 69.13995146751404 
4	Belt 	 50.074684619903564 


fp .fem-pilots-light-405.png
 	Label 	 Score
0	Glasses 	 97.27743268013 
1	Smile 	 97.26368188858032 
2	Sunglasses 	 92.05639958381653 
3	Automotive design 	 90.99996089935303 
4	Goggles 	 90.63453674316406 
5	Vehicle 	 88.55724930763245 
6	Vision care 	 87.15383410453796 
7	Air travel 	 84.35563445091248 
8	Eyewear 	 84.35105085372925 
9	Airplane 	 84.19280648231506 
	Object 	 Score
0	Person 	 89.93514776229858 
1	Person 	 83.57229232788086 
2	Top 	 79.93959784507751 
3	Top 	 74.94027018547058 
4	Sunglasses 	 69.70151662826538 


fp .fem-pilots-light-406.png
 	Label 	 Score
0	Smile 	 93.38277578353882 
1	Tie 	 89.48348760604858 
2	Dress shirt 	 89.35938477516174 
3	Sleeve 	 87.24502921104431 
4	Military person 	 85.44954657554626 
5	Gesture 	 85.2604866027832 
6	Peaked cap 	 84.61362719535828 
7	Collar 	 84.12464261054993 
8	Cap 	 81.48553371429443 
9	Window 	 81.30682706832886 
	Object 	 Score
0	Hat 	 95.92421650886536 
1	Outerwear 	 94.57123279571533 
2	Person 	 93.09232234954834 
3	Tie 	 74.80785250663757 


fp .fem-pilots-light-407.png
 	Label 	 Score
0	Smile 	 97.84491658210754 
1	Facial expression 	 93.23451519012451 
2	Motor vehicle 	 87.71694898605347 
3	Vehicle 	 85.99776029586792 
4	Happy 	 85.58080792427063 
5	Flash photography 	 84.81273651123047 
6	Eyewear 	 84.57894325256348 
7	Cool 	 81.78043365478516 
8	Fun 	 78.26170921325684 
9	Travel 	 76.69274806976318 
	Object 	 Score
0	Tie 	 89.31946754455566 
1	Person 	 89.29243087768555 
2	Person 	 85.42196750640869 
3	Top 	 61.74843907356262 


fp .fem-pilots-light-408.png
 	Label 	 Score
0	Smile 	 98.08459877967834 
1	Eye 	 93.59054565429688 
2	Facial expression 	 93.25065016746521 
3	Flash photography 	 87.95511722564697 
4	Hearing 	 85.26711463928223 
5	Tie 	 83.61560106277466 
6	Automotive design 	 80.1686704158783 
7	Happy 	 79.85326647758484 
8	Audio equipment 	 78.15514206886292 
9	Air travel 	 74.73421692848206 
	Object 	 Score
0	Tie 	 95.92268466949463 
1	Person 	 78.78229022026062 
2	Headphones 	 78.12936305999756 
3	Shirt 	 54.839515686035156 


fp .fem-pilots-light-409.png
 	Label 	 Score
0	Flash photography 	 86.24986410140991 
1	Smile 	 77.18972563743591 
2	Fashion design 	 76.51543617248535 
3	Idiophone 	 71.4130699634552 
4	Event 	 68.82723569869995 
5	Electric blue 	 68.24708580970764 
6	Fun 	 66.39964580535889 
7	Brown hair 	 66.37871265411377 
8	Travel 	 60.163772106170654 
9	Fur 	 59.31657552719116 
	Object 	 Score
0	Person 	 84.95222926139832 
1	Clothing 	 73.84112477302551 
2	Packaged goods 	 65.43297171592712 


fp .fem-pilots-light-410.png
 	Label 	 Score
0	Flash photography 	 88.27588558197021 
1	Automotive design 	 88.16204071044922 
2	Hearing 	 85.82819700241089 
3	Vehicle 	 84.67784523963928 
4	Gadget 	 81.80541396141052 
5	Air travel 	 81.7514717578888 
6	Eyewear 	 81.15710616111755 
7	Audio equipment 	 78.2984733581543 
8	Personal luxury car 	 76.87453031539917 
9	Photographer 	 75.19593834877014 
	Object 	 Score
0	Person 	 90.25603532791138 
1	Headphones 	 78.28434109687805 
2	Person 	 71.28223180770874 
3	Microwave oven 	 67.82180070877075 
4	Top 	 55.24964928627014 
5	Glasses 	 50.0588595867157 


fp .fem-pilots-light-411.png
 	Label 	 Score
0	Glasses 	 96.81384563446045 
1	Vehicle 	 95.71069478988647 
2	Vision care 	 89.22348618507385 
3	Helicopter pilot 	 87.23787069320679 
4	Automotive design 	 86.97395324707031 
5	Sunglasses 	 86.1957311630249 
6	Cockpit 	 85.9645128250122 
7	Smile 	 85.12340784072876 
8	Aviation 	 83.89793634414673 
9	Air travel 	 82.95024037361145 
	Object 	 Score
0	Person 	 89.45587277412415 
1	Sunglasses 	 86.19375228881836 
2	Tie 	 73.53653907775879 
3	Top 	 66.90298318862915 


fp .fem-pilots-light-412.png
 	Label 	 Score
0	Smile 	 97.67391681671143 
1	Vehicle 	 92.15422868728638 
2	Motor vehicle 	 91.03041887283325 
3	Automotive design 	 89.4221544265747 
4	Flight attendant 	 80.29541969299316 
5	Air travel 	 79.5092225074768 
6	Personal luxury car 	 72.12789058685303 
7	Employment 	 69.995778799057 
8	Aerospace engineering 	 69.94491219520569 
9	Tie 	 69.58797574043274 
	Object 	 Score
0	Person 	 85.58592200279236 
1	Top 	 84.22651290893555 
2	Outerwear 	 82.74559378623962 


fp .fem-pilots-light-413.png
 	Label 	 Score
0	Vehicle 	 89.7355318069458 
1	Flight instruments 	 87.07731366157532 
2	Air travel 	 83.93283486366272 
3	Smile 	 82.43471384048462 
4	Cockpit 	 80.39776682853699 
5	Airplane 	 78.8322389125824 
6	Automotive design 	 78.73444557189941 
7	Engineering 	 78.66506576538086 
8	Aviation 	 75.70886015892029 
9	Aircraft 	 75.14781951904297 
	Object 	 Score
0	Person 	 82.11854696273804 
1	Shoe 	 68.4660017490387 
2	Person 	 67.22208261489868 
3	Top 	 62.480753660202026 
4	Hat 	 61.195021867752075 
5	Clothing 	 55.661410093307495 


fp .fem-pilots-light-414.png
 	Label 	 Score
0	Nose 	 98.35830330848694 
1	Microphone 	 97.43279814720154 
2	Lip 	 97.03969955444336 
3	Chin 	 96.71683311462402 
4	Eyebrow 	 95.292067527771 
5	Mouth 	 93.45012307167053 
6	Eyelash 	 91.44859910011292 
7	Organ 	 90.48064351081848 
8	Ear 	 89.26334381103516 
9	Human body 	 88.55123519897461 
	Object 	 Score
0	Headphones 	 86.52464151382446 
1	Tie 	 80.81738948822021 
2	Clothing 	 58.35222005844116 


fp .fem-pilots-light-415.png
 	Label 	 Score
0	Forehead 	 98.46563935279846 
1	Nose 	 98.35830330848694 
2	Lip 	 97.03867435455322 
3	Chin 	 96.68368101119995 
4	Hairstyle 	 95.09009718894958 
5	Eyebrow 	 94.96901035308838 
6	Mouth 	 94.24834847450256 
7	Photograph 	 94.15265917778015 
8	Eye 	 93.43957901000977 
9	Smile 	 93.41607093811035 
	Object 	 Score
0	Tie 	 92.7258551120758 
1	Glasses 	 60.60224771499634 
2	Clothing 	 58.21148157119751 


fp .fem-pilots-light-416.png
 	Label 	 Score
0	Glasses 	 97.897869348526 
1	Lip 	 96.88336253166199 
2	Hairstyle 	 95.09009122848511 
3	Vision care 	 93.83497834205627 
4	Goggles 	 90.57105779647827 
5	Sunglasses 	 90.53645730018616 
6	Eyewear 	 87.95302510261536 
7	Sleeve 	 87.24477887153625 
8	Automotive design 	 86.63879036903381 
9	Collar 	 83.7881088256836 
	Object 	 Score
0	Sunglasses 	 96.80334329605103 
1	Person 	 86.48433685302734 


fp .fem-pilots-light-417.png
 	Label 	 Score
0	Vehicle 	 94.10883784294128 
1	Water 	 91.78074598312378 
2	Sky 	 89.31993246078491 
3	Air travel 	 86.69886589050293 
4	Mode of transport 	 86.29013299942017 
5	Goggles 	 85.58965921401978 
6	Aircraft 	 85.31118631362915 
7	Window 	 84.55610871315002 
8	Sunglasses 	 84.47563052177429 
9	Travel 	 84.3216061592102 
	Object 	 Score
0	Sunglasses 	 90.04983305931091 
1	Person 	 86.9748592376709 
2	Top 	 80.45337200164795 
3	Glasses 	 73.59275817871094 


fp .fem-pilots-light-418.png
 	Label 	 Score
0	Smile 	 96.21571898460388 
1	Flash photography 	 86.68556809425354 
2	Air travel 	 84.49629545211792 
3	Engineering 	 77.17651724815369 
4	Cockpit 	 75.96967220306396 
5	Airline 	 74.29754137992859 
6	Machine 	 73.61879348754883 
7	Flight instruments 	 73.24284315109253 
8	Aviation 	 72.17996120452881 
9	Space 	 71.63801789283752 
	Object 	 Score
0	Person 	 84.30571556091309 
1	Luggage & bags 	 73.4786868095398 


fp .fem-pilots-light-419.png
 	Label 	 Score
0	Glasses 	 97.78736233711243 
1	Smile 	 97.62763381004333 
2	Lip 	 97.00657725334167 
3	Chin 	 96.55630588531494 
4	Outerwear 	 95.25561332702637 
5	Eyebrow 	 94.5535659790039 
6	Vision care 	 94.26829218864441 
7	Goggles 	 94.12289261817932 
8	Sunglasses 	 92.61706471443176 
9	Jaw 	 87.70442008972168 
	Object 	 Score
0	Sunglasses 	 97.23337292671204 
1	Person 	 61.274176836013794 


fp .fem-pilots-light-420.png
 	Label 	 Score
0	Smile 	 97.47475385665894 
1	Flight instruments 	 93.80761981010437 
2	Vehicle 	 91.40934348106384 
3	Cockpit 	 86.20193004608154 
4	Air travel 	 85.63218712806702 
5	Airplane 	 83.35955142974854 
6	Aviation 	 82.71872997283936 
7	Aircraft 	 78.39784622192383 
8	Airliner 	 77.95706391334534 
9	Helicopter pilot 	 75.84757208824158 
	Object 	 Score
0	Person 	 82.68415927886963 
1	Person 	 80.44757843017578 
2	Luggage & bags 	 58.70208740234375 
3	Top 	 55.48325777053833 
4	Luggage & bags 	 53.819650411605835 
5	Top 	 50.690215826034546 


fp .fem-pilots-light-421.png
 	Label 	 Score
0	Hearing 	 92.6276683807373 
1	Vision care 	 91.53773188591003 
2	Eyewear 	 85.16848683357239 
3	Vehicle 	 83.92787575721741 
4	Flight instruments 	 82.53235220909119 
5	Helicopter pilot 	 79.35053706169128 
6	Cockpit 	 78.85910868644714 
7	Pilot 	 76.64303183555603 
8	Audio equipment 	 74.10164475440979 
9	Headphones 	 73.39779138565063 
	Object 	 Score
0	Person 	 87.01475858688354 
1	Headphones 	 80.59783577919006 
2	Tableware 	 75.61824917793274 
3	Tie 	 63.92301917076111 
4	Clothing 	 55.993103981018066 


fp .fem-pilots-light-422.png
 	Label 	 Score
0	Smile 	 97.70088791847229 
1	Lip 	 96.82442545890808 
2	Eyebrow 	 93.6698317527771 
3	Eyelash 	 91.6745126247406 
4	Flash photography 	 88.26616406440735 
5	Jaw 	 87.92131543159485 
6	Sleeve 	 86.97265982627869 
7	Makeover 	 86.09487414360046 
8	Layered hair 	 80.49790263175964 
9	Happy 	 79.64792251586914 
	Object 	 Score
0	Person 	 92.1292245388031 
1	Clothing 	 69.33587193489075 


fp .fem-pilots-light-423.png
 	Label 	 Score
0	Lip 	 96.90774083137512 
1	Smile 	 95.00637650489807 
2	Eyebrow 	 93.92891526222229 
3	Jaw 	 87.68187761306763 
4	Eyelash 	 86.5440845489502 
5	Automotive design 	 86.3941490650177 
6	Flash photography 	 84.10624861717224 
7	Tableware 	 80.15639185905457 
8	Eyewear 	 79.34808135032654 
9	Black hair 	 77.83892154693604 
	Object 	 Score
0	Person 	 89.27187323570251 
1	Glasses 	 66.82843565940857 
2	Clothing 	 64.0162467956543 
3	Luggage & bags 	 57.364147901535034 


fp .fem-pilots-light-424.png
 	Label 	 Score
0	Flight instruments 	 92.29174852371216 
1	Vehicle 	 90.04857540130615 
2	Aircraft 	 88.58006000518799 
3	Cockpit 	 88.02666664123535 
4	Air travel 	 84.76627469062805 
5	Airplane 	 84.15086269378662 
6	Aviation 	 83.66658687591553 
7	Smile 	 82.50405192375183 
8	Aerospace manufacturer 	 80.83398938179016 
9	Pilot 	 78.30740809440613 
	Object 	 Score
0	Person 	 90.45597910881042 
1	Packaged goods 	 74.18032884597778 
2	Top 	 65.6025767326355 
3	Glasses 	 60.521167516708374 
4	Packaged goods 	 51.151591539382935 


fp .fem-pilots-light-425.png
 	Label 	 Score
0	Smile 	 94.61221098899841 
1	Aircraft 	 89.6953821182251 
2	Airplane 	 85.50313711166382 
3	Gesture 	 85.2604866027832 
4	Cloud 	 84.57462191581726 
5	Aerospace manufacturer 	 82.87785053253174 
6	Sky 	 82.65250325202942 
7	Military person 	 82.05544352531433 
8	Air travel 	 78.80333662033081 
9	Aviation 	 78.56971025466919 
	Object 	 Score
0	Hat 	 92.20699667930603 
1	Person 	 90.63036441802979 
2	Pants 	 90.51233530044556 
3	Outerwear 	 81.04305863380432 


fp .fem-pilots-light-426.png
 	Label 	 Score
0	Face 	 98.34078550338745 
1	Hair 	 98.33483695983887 
2	Smile 	 97.58692979812622 
3	Lip 	 97.04649448394775 
4	Hairstyle 	 95.09009122848511 
5	Eye 	 93.38693618774414 
6	Blue 	 89.16394114494324 
7	Dress shirt 	 88.36987614631653 
8	Flash photography 	 88.03036212921143 
9	Eyelash 	 87.5475287437439 
	Object 	 Score
0	Tie 	 95.6533133983612 
1	Person 	 90.54888486862183 


fp .fem-pilots-light-427.png
 	Label 	 Score
0	Sky 	 94.45987939834595 
1	Vehicle 	 92.40036010742188 
2	Aircraft 	 91.35338068008423 
